IlmnID,Infinium_Design_Type,CHR,MAPINFO,Relation_to_UCSC_CpG_Island
cg03313075,II,13,45428117,
cg03313271,II,13,113913094,N_Shelf
cg03313945,II,13,100622158,Island
cg03315215,I,13,53422847,Island
cg03321912,II,13,41950907,
cg03325670,II,13,115090734,
cg03328673,II,13,22687730,
cg03331853,I,13,48669516,S_Shore
cg03333286,II,13,108518237,N_Shore
cg03335886,II,13,20797410,
cg03336120,II,13,69561352,S_Shelf
cg03337263,II,13,35574522,
cg03337784,II,13,41768818,S_Shore
cg03337886,II,13,110436740,Island
cg03338633,II,13,105935004,
cg03338754,II,13,113765397,Island
cg03341991,I,13,33113016,
cg03342032,II,13,94725495,
cg03342208,II,13,95358540,N_Shore
cg03343631,I,13,114764489,Island
cg03344149,II,13,28535559,Island
cg03344570,II,13,95202087,Island
cg03344747,II,13,43989172,
cg03345093,I,13,100634198,Island
cg03349905,I,13,56762471,
cg03353885,I,13,113489392,N_Shelf
cg03356172,II,13,36049380,N_Shore
cg03356494,II,13,96158480,
cg03356537,II,13,113425249,S_Shore
cg03357721,II,13,111956695,
cg03359183,II,13,72439779,Island
cg03360272,I,13,111483072,
cg03361776,II,13,24001967,
cg03362329,I,13,50265524,Island
cg03363979,I,13,45152410,S_Shore
cg03365267,II,13,114056576,Island
cg03369269,I,13,25745946,Island
cg03369344,II,13,50705024,Island
cg03371199,I,13,97646639,Island
cg03372174,II,13,96008021,
cg03372334,II,13,98002933,S_Shelf
cg03373442,II,13,31736396,Island
cg03373530,II,13,112559596,
cg03374922,I,13,111267935,Island
cg03380759,II,13,20707196,N_Shelf
cg03384979,I,13,20735316,Island
cg03386869,II,13,102104848,N_Shore
cg03388293,II,13,28366645,Island
cg03389701,II,13,51418221,S_Shore
cg03399574,II,13,19759420,
cg03399609,I,13,114830255,
cg03402369,II,13,112331869,
cg03402794,II,13,27825294,N_Shore
cg03403072,II,13,114023770,Island
cg03403901,II,13,114321514,
cg03404502,II,13,99911826,
cg03411979,II,13,52028301,S_Shore
cg03421069,I,13,28761407,
cg03423767,I,13,114876390,N_Shore
cg03424663,II,13,27260005,
cg03427330,II,13,111465028,Island
cg03428000,II,13,20207770,Island
cg03432948,II,13,53712982,
cg03436178,II,13,46785713,
cg03437912,II,13,29232327,N_Shore
cg03438520,II,13,77600571,Island
cg03439687,II,13,42894507,
cg03440508,II,13,98084247,N_Shore
cg03447530,II,13,60970210,N_Shore
cg03450076,I,13,113538039,S_Shore
cg03460032,II,13,48936995,
cg03461298,I,13,111805918,Island
cg03461548,II,13,99121358,
cg03465513,I,13,28550046,Island
cg03466930,II,13,20703169,S_Shore
cg03469077,II,13,51913736,
cg03469869,II,13,111000343,
cg03473518,II,13,20805656,N_Shore
cg03478249,II,13,43566547,S_Shore
cg03479204,I,13,114193155,N_Shelf
cg03480001,I,13,114287656,Island
cg03482866,II,13,111040579,S_Shelf
cg03482973,II,13,112756120,N_Shelf
cg03485172,II,13,95655579,S_Shore
cg03486181,II,13,112200641,Island
cg03486986,I,13,112986285,S_Shore
cg03490460,I,13,114840698,N_Shore
cg03495768,II,13,100637113,Island
cg03499361,II,13,45309519,
cg03499777,II,13,98085463,Island
cg03499905,II,13,110832764,
cg03502001,I,13,29298122,
cg03502979,I,13,114103628,
cg03503288,II,13,20660277,
cg03507085,I,13,76764321,
cg03507113,II,13,100622790,Island
cg03520683,II,13,95355814,N_Shore
cg03522837,I,13,19172625,Island
cg03523077,I,13,20767208,Island
cg03523799,II,13,98913531,
cg03527056,II,13,95204863,S_Shelf
cg03528137,I,13,111589969,
cg03528486,I,13,111090669,Island
cg03529803,I,13,75794064,
cg03530006,II,13,38920380,N_Shelf
cg03530744,II,13,111270991,S_Shelf
cg03531388,II,13,27077539,
cg03542208,II,13,113805303,N_Shore
cg03548980,II,13,100578585,
cg03550548,II,13,97787063,
cg03551607,I,13,47371041,Island
cg03555276,II,13,113260139,N_Shore
cg03557916,II,13,114109949,
cg03557950,II,13,113410887,S_Shore
cg03558682,II,13,38928157,S_Shelf
cg03558949,II,13,32853269,
cg03560416,II,13,28025757,S_Shore
cg03562855,II,13,53507972,
cg03562911,II,13,100497789,
cg03563146,II,13,37393157,N_Shore
cg03564009,I,13,110804776,
cg03566409,II,13,114253797,
cg03567028,I,13,44544293,Island
cg03568607,II,13,110106992,
cg03568673,II,13,20796216,
cg03570045,II,13,28562886,
cg03571073,I,13,113464332,Island
cg03571723,I,13,31038408,
cg03578430,II,13,114185651,N_Shore
cg03581194,I,13,113654235,N_Shore
cg03583571,II,13,61990741,
cg03586128,I,13,113299796,N_Shelf
cg03587877,II,13,24471371,
cg03588513,II,13,113992056,
cg03593908,I,13,60842299,
cg03602567,II,13,97642682,N_Shelf
cg03603170,II,13,113742737,Island
cg03603866,II,13,107027625,
cg03603888,II,13,37271030,
cg03604077,II,13,70998575,
cg03608515,II,13,98112404,
cg03609024,II,13,112901351,
cg03612914,II,13,44016176,
cg03616722,I,13,112602415,
cg03622664,II,13,21371628,
cg03623403,I,13,99229638,S_Shore
cg03623599,II,13,39358795,
cg03623878,II,13,113655560,N_Shore
cg03625287,I,13,24121359,Island
cg03625684,II,13,113030011,
cg03626085,II,13,39565540,
cg03627295,II,13,46756439,
cg03628871,I,13,25292827,Island
cg03631065,II,13,96672440,
cg03631596,I,13,73301985,Island
cg03634397,I,13,91147145,
cg03637815,I,13,95359718,Island
cg03639396,I,13,114114198,
cg03641640,I,13,114776416,S_Shore
cg03643433,I,13,46953500,
cg03646291,I,13,41109598,Island
cg03646329,II,13,48987165,
cg03646740,II,13,114813015,N_Shore
cg03648690,I,13,99383591,
cg03649288,II,13,25506383,S_Shore
cg03651054,II,13,50194643,
cg03654391,I,13,100037618,
cg03658251,II,13,50265850,S_Shore
cg03658604,II,13,60285806,
cg03659354,II,13,111642443,Island
cg03661428,I,13,111589040,
cg03662064,II,13,29069888,Island
cg03667040,II,13,36588115,
cg03667047,II,13,33589962,Island
cg03669663,II,13,27844659,Island
cg03671359,I,13,19239568,Island
cg03673225,II,13,99096762,
cg03675171,II,13,113777109,
cg03676947,I,13,112573579,N_Shelf
cg03677003,II,13,44359996,Island
cg03678710,II,13,34394568,S_Shelf
cg03680250,II,13,111567502,Island
cg03683166,II,13,113611729,
cg03686402,II,13,113355287,S_Shelf
cg03688019,I,13,53029418,Island
cg03688324,II,13,22251017,S_Shore
cg03688707,II,13,76124424,S_Shore
cg03689120,I,13,20767179,Island
cg03689195,II,13,58204097,Island
cg03691144,I,13,112238872,Island
cg03691720,II,13,29318666,
cg03693403,II,13,66929165,
cg03694391,II,13,111100098,
cg03694598,I,13,113746360,S_Shore
cg03696126,I,13,19254848,
cg03696393,I,13,107027491,
cg03697308,I,13,28545566,S_Shore
cg03699426,II,13,114001816,
cg03701759,II,13,99174930,
cg03702675,I,13,113174184,
cg03704215,II,13,38276207,
cg03705036,II,13,93877165,N_Shelf
cg03706954,II,13,43148769,Island
cg03707634,II,13,107026178,
cg03712823,II,13,113684606,Island
cg03712843,II,13,39565534,
cg03721967,II,13,114009720,
cg03722184,II,13,51353941,
cg03722871,I,13,111527030,
cg03729035,II,13,29916117,S_Shore
cg03734501,II,13,114838102,N_Shore
cg03734594,I,13,111297400,N_Shelf
cg03736774,I,13,26331129,
cg03739457,II,13,114019799,S_Shore
cg03749393,II,13,31191824,Island
cg03753191,II,13,43566902,S_Shore
cg03754180,II,13,37494042,Island
cg03757805,I,13,111521981,
cg03759993,II,13,24254304,
cg03763873,II,13,43565901,N_Shore
cg03775163,I,13,114074693,
cg03777697,II,13,32921647,
cg03778594,II,13,103555975,
cg03778895,II,13,50699716,Island
cg03780338,I,13,103244558,
cg03783663,I,13,70682628,S_Shore
cg03784113,II,13,112602492,
cg03785281,I,13,41241501,Island
cg03786327,I,13,100644473,S_Shore
cg03786846,II,13,113383006,Island
cg03790740,II,13,24337521,
cg03793814,II,13,79232732,N_Shore
cg03796122,I,13,30833766,
cg03797380,II,13,31926795,
cg03797537,II,13,112899567,S_Shelf
cg03797768,II,13,24040813,Island
cg03800844,I,13,112652438,
cg03804213,I,13,37248078,Island
cg03804556,II,13,23754135,
cg03808001,II,13,112860456,
cg03818583,II,13,28519319,
cg03819900,II,13,27335144,Island
cg03820689,I,13,112818596,Island
cg03823150,II,13,111970282,
cg03825670,I,13,78234875,
cg03826194,II,13,44595905,
cg03829318,II,13,24462838,N_Shore
cg03830181,II,13,20676097,
cg03830597,II,13,28747020,
cg03831665,II,13,95202629,S_Shore
cg03833605,II,13,113697319,
cg03834592,I,13,113534800,N_Shelf
cg03834906,I,13,25215288,S_Shelf
cg03839252,I,13,41240923,Island
cg03839709,II,13,96743492,Island
cg03844381,I,13,111805922,Island
cg03844550,I,13,114751235,S_Shelf
cg03847533,II,13,26795930,Island
cg03850426,I,13,53422860,Island
cg03853945,II,13,84024017,
cg03855710,I,13,33002360,S_Shore
cg03858448,II,13,20138965,Island
cg03858663,II,13,78976139,
cg03859162,I,13,99404887,Island
cg03859684,II,13,111568271,Island
cg03859846,II,13,114810631,N_Shelf
cg03860037,II,13,28497359,N_Shore
cg03865667,II,13,58205678,N_Shore
cg03866306,II,13,108039519,
cg03866985,I,13,26796558,Island
cg03869495,II,13,113492269,N_Shore
cg03869874,II,13,111267849,Island
cg03870188,II,13,113717830,N_Shelf
cg03871104,I,13,74269673,
cg03871460,II,13,37004721,N_Shore
cg03871717,I,13,89815451,
cg03876423,II,13,51786758,
cg03881446,II,13,33002412,S_Shore
cg03881663,II,13,28495173,Island
cg03883555,II,13,24007434,
cg03887721,II,13,106756690,
cg03888223,II,13,51633010,
cg03895613,II,13,25159819,
cg03898631,II,13,112761112,Island
cg03898952,II,13,107069935,
cg03901784,II,13,103451536,Island
cg03903831,II,13,24739249,S_Shelf
cg03904639,II,13,37677730,
cg03904840,II,13,30101162,
cg03907847,II,13,28495908,Island
cg03908017,II,13,114277514,N_Shelf
cg03917613,II,13,112602746,
cg03917803,II,13,44947247,N_Shore
cg03918221,II,13,114322874,
cg03921529,II,13,24040391,N_Shore
cg03925425,I,13,111768023,
cg03929569,I,13,30689009,Island
cg03929741,I,13,107187681,Island
cg03930369,I,13,111090821,Island
cg03931416,I,13,41495889,Island
cg03932305,I,13,41058790,
cg03934002,I,13,100096052,
cg03936012,I,13,37633916,Island
cg03937082,II,13,30166944,N_Shore
cg03941975,II,13,19919758,S_Shore
cg03947632,II,13,28404089,
cg03947735,I,13,111090467,N_Shore
cg03953086,I,13,52907066,N_Shore
cg03953257,I,13,99738468,Island
cg03954144,I,13,20751679,Island
cg03956053,I,13,28551524,Island
cg03957884,I,13,23471850,Island
cg03958744,II,13,114795097,
cg03960313,II,13,24152357,N_Shore
cg03962458,II,13,50745832,
cg03966514,I,13,36919738,Island
cg03971527,II,13,40089375,
cg03972040,II,13,103345722,
cg03976650,II,13,77456505,N_Shelf
cg03979166,II,13,64913800,
cg03981246,II,13,113673774,N_Shelf
cg03983865,II,13,50018636,Island
cg03986722,I,13,112823658,Island
cg03989020,II,13,30002334,
cg03990139,II,13,42586063,
cg03991547,I,13,112815119,N_Shelf
cg03992096,I,13,114928177,S_Shore
cg03992114,II,13,113343376,N_Shore
cg03993572,II,13,25245685,
cg03994318,I,13,109147921,Island
cg03994959,II,13,108866993,N_Shore
cg03996465,II,13,53226743,Island
cg03998636,II,13,111210121,N_Shelf
cg03999420,II,13,77901358,S_Shore
cg04001071,II,13,47613485,
cg04003952,II,13,99843990,
cg04006042,I,13,77601302,Island
cg04010471,I,13,107570209,Island
cg04012509,I,13,38924368,Island
cg04015501,I,13,113201847,Island
cg04015777,II,13,103426481,Island
cg04019148,II,13,56226793,
cg04020590,I,13,113978800,S_Shelf
cg04024481,I,13,113752435,S_Shore
cg04024499,I,13,25860865,N_Shore
cg04034996,II,13,30051211,N_Shelf
cg04038089,II,13,112860420,
cg04039119,II,13,113987285,
cg04040317,I,13,113689955,S_Shelf
cg04041447,II,13,52702431,N_Shore
cg04044297,II,13,26760422,Island
cg04046599,I,13,103054743,S_Shore
cg04047050,II,13,19267410,
cg04047221,I,13,112723477,Island
cg04048131,II,13,107031945,
cg04052832,II,13,111220199,
cg04053959,II,13,22447106,
cg04054012,I,13,52980262,Island
cg04054902,II,13,49684404,
cg04056025,I,13,45694609,Island
cg04056966,I,13,98197539,
cg04057861,II,13,103347391,
cg04064327,II,13,41055209,
cg04067428,I,13,21573066,Island
cg04068111,II,13,44716778,S_Shore
cg04070771,I,13,27998621,Island
cg04071097,I,13,22033473,Island
cg04071694,II,13,76056416,Island
cg04072570,I,13,27580854,
cg04073614,II,13,98632272,S_Shelf
cg04079399,II,13,31402453,
cg04079883,II,13,114088166,S_Shelf
cg04080302,II,13,110988307,
cg04081844,I,13,113613272,
cg04088650,II,13,76123534,Island
cg04089637,II,13,105987461,
cg04089887,II,13,112574288,N_Shore
cg04090904,II,13,22299319,
cg04092803,II,13,47240378,
cg04093208,II,13,39891557,
cg04095724,I,13,84453280,N_Shore
cg04098297,I,13,114312482,
cg04099430,I,13,114193746,N_Shore
cg04099767,I,13,113529660,
cg04101379,II,13,96297197,S_Shore
cg04101969,I,13,20806477,Island
cg04103251,II,13,19692715,
cg04103645,II,13,51898948,
cg04105121,II,13,25670063,Island
cg04107005,II,13,113029350,
cg04109535,II,13,46115593,
cg04109923,I,13,28495600,Island
cg04112022,II,13,98048838,
cg04117229,I,13,36920813,Island
cg04117435,II,13,102069251,Island
cg04118119,II,13,47371987,S_Shore
cg04118910,I,13,114875170,N_Shore
cg04120842,I,13,25076611,
cg04121866,II,13,103497809,N_Shore
cg04122324,I,13,45563586,Island
cg04124316,I,13,42615242,Island
cg04130988,II,13,22392796,
cg04131456,I,13,19755916,
cg04134069,II,13,53400716,
cg04139515,II,13,78272639,Island
cg04139567,I,13,113973567,N_Shelf
cg04140161,II,13,113552404,Island
cg04142824,II,13,113533973,N_Shelf
cg04154116,II,13,101166039,
cg04155954,II,13,114776890,N_Shore
cg04156897,II,13,33007014,
cg04157243,II,13,113497537,Island
cg04157255,II,13,95342972,
cg04157979,II,13,113645505,N_Shelf
cg04162223,II,13,114164207,N_Shore
cg04162949,II,13,19692444,
cg04163632,II,13,113830117,
cg04171565,II,13,73302130,Island
cg04174466,II,13,25592582,Island
cg04190037,II,13,113105962,N_Shore
cg04190760,II,13,51361994,
cg04192412,II,13,75980679,
cg04194341,II,13,96293572,N_Shore
cg04197086,I,13,112626876,N_Shore
cg04198824,II,13,31191332,N_Shore
cg04202955,II,13,19692800,
cg04203901,II,13,20207469,Island
cg04206572,II,13,114888999,
cg04206644,II,13,52026632,Island
cg04206742,I,13,95248882,S_Shore
cg04210544,II,13,111806530,Island
cg04213384,I,13,98960589,
cg04213841,I,13,49792685,N_Shore
cg04214430,I,13,50702707,N_Shore
cg04217178,II,13,48807122,Island
cg04217496,II,13,43119835,
cg04219802,II,13,20630740,
cg04220005,II,13,60410435,
cg04223548,II,13,22247214,N_Shore
cg04226766,II,13,22059650,S_Shore
cg04227141,II,13,33184404,
cg04228274,I,13,21751145,Island
cg04229372,II,13,113477850,S_Shelf
cg04240267,II,13,34116871,Island
cg04246521,II,13,96086275,Island
cg04249993,II,13,49019949,
cg04255756,II,13,101287307,
cg04259706,II,13,100545517,N_Shore
cg04261072,II,13,79977499,N_Shelf
cg04270405,I,13,111367185,Island
cg04275030,II,13,24885178,S_Shelf
cg04275566,II,13,113512395,
cg04277327,I,13,47371311,Island
cg04277470,II,13,41707106,Island
cg04282110,II,13,114320889,
cg04283000,I,13,113472466,Island
cg04290528,I,13,24958583,
cg04295991,II,13,21348012,Island
cg04296187,II,13,110835709,
cg04298224,II,13,113707471,S_Shore
cg04300717,II,13,111512675,
cg04301742,I,13,94051470,
cg04304205,I,13,103498161,Island
cg04304255,II,13,67155091,
cg04308040,II,13,44942303,
cg04314986,II,13,107569408,N_Shore
cg04316526,II,13,78628464,
cg04317344,II,13,113426023,S_Shore
cg04318327,II,13,43988852,
cg04319929,II,13,112323122,S_Shore
cg04321866,I,13,107188416,Island
cg04323814,II,13,25746644,S_Shore
cg04325130,II,13,112507698,
cg04328162,II,13,96743110,Island
cg04334947,I,13,30881232,Island
cg04336178,II,13,76260314,
cg04337937,II,13,24008382,
cg04339360,II,13,73635568,S_Shore
cg04340435,II,13,114145973,Island
cg04341097,I,13,114871575,S_Shore
cg04341210,II,13,37250088,S_Shore
cg04341806,II,13,46757395,
cg04349855,II,13,114842706,S_Shore
cg04350645,II,13,26620797,N_Shelf
cg04355697,II,13,20731771,N_Shelf
cg04359880,II,13,50511082,Island
cg04362315,I,13,44355898,N_Shelf
cg04365696,II,13,43834391,
cg04368762,II,13,30688865,Island
cg04370314,I,13,100643312,S_Shore
cg04375005,II,13,30996343,S_Shore
cg04381712,I,13,53024905,Island
cg04388548,II,13,114905640,
cg04390523,I,13,78493100,Island
cg04392506,II,13,30079113,S_Shore
cg04393471,II,13,111010255,
cg04395230,I,13,113687579,Island
cg04398156,II,13,111639733,N_Shelf
cg04398180,II,13,114103452,
cg04401646,II,13,114009601,
cg04402088,I,13,114764394,Island
cg04403115,II,13,48575681,S_Shore
cg04404489,II,13,79175210,N_Shore
cg04407579,I,13,99228509,Island
cg04408488,II,13,28494116,Island
cg04413320,II,13,58208929,Island
cg04415610,II,13,36432082,
cg04415731,II,13,20176667,Island
cg04417236,II,13,43922071,
cg04419547,II,13,25590548,N_Shore
cg04421280,I,13,114898225,Island
cg04431186,II,13,113614132,
cg04432875,II,13,113411561,S_Shore
cg04438098,II,13,112214112,S_Shore
cg04439215,II,13,45768901,
cg04441267,II,13,26796573,Island
cg04443357,II,13,47128300,Island
cg04444583,II,13,23702941,
cg04446455,I,13,29394448,Island
cg04446647,II,13,24878887,N_Shelf
cg04449126,II,13,99852558,Island
cg04452195,II,13,20762982,N_Shelf
cg04452362,II,13,114061812,
cg04458317,I,13,113735558,S_Shelf
cg04459413,II,13,31736727,S_Shore
cg04459738,II,13,32420479,N_Shore
cg04461947,II,13,108871238,Island
cg04462561,II,13,24837937,
cg04463380,II,13,53194212,S_Shelf
cg04467034,II,13,111567140,Island
cg04468128,II,13,97065757,
cg04469219,II,13,112760929,Island
cg04476865,II,13,36223476,
cg04479219,II,13,88326918,Island
cg04481715,I,13,114303538,S_Shore
cg04482120,II,13,44989043,
cg04482892,I,13,20703371,S_Shore
cg04486282,I,13,77460717,Island
cg04492263,II,13,113409145,N_Shore
cg04493558,II,13,100635730,N_Shore
cg04494562,I,13,101173774,
cg04496108,II,13,31453121,
cg04496204,II,13,72249085,Island
cg04497786,II,13,21274956,N_Shelf
cg04505897,II,13,113955200,S_Shelf
cg04506928,II,13,31647876,
cg04508340,II,13,100496287,
cg04509682,II,13,41056288,
cg04513422,II,13,111522314,
cg04519622,II,13,82651186,
cg04520693,II,13,50425353,S_Shelf
cg04524475,II,13,74875971,
cg04528024,II,13,111366565,Island
cg04528152,I,13,99852529,Island
cg04528624,I,13,60738126,Island
cg04532438,II,13,111301592,Island
cg04536998,II,13,113863227,Island
cg04545942,II,13,72253329,S_Shelf
cg04547260,II,13,32605259,N_Shore
cg04549287,I,13,52952319,
cg04551440,I,13,30881194,Island
cg04556472,II,13,114071302,S_Shelf
cg04560531,II,13,114089119,S_Shelf
cg04561389,I,13,103052468,Island
cg04563693,II,13,113106260,N_Shore
cg04565201,II,13,53382856,
cg04565255,II,13,77565759,N_Shore
cg04566473,II,13,100517027,
cg04566791,II,13,53030145,S_Shore
cg04568121,II,13,102072766,S_Shelf
cg04570228,II,13,42575823,
cg04570419,I,13,111567607,Island
cg04570540,I,13,113383816,S_Shore
cg04570551,II,13,113917124,Island
cg04570827,II,13,46627156,S_Shore
cg04573175,II,13,49821654,N_Shore
cg04574826,II,13,112211105,N_Shore
cg04578149,II,13,113803579,S_Shore
cg04579095,I,13,47127301,Island
cg04579493,I,13,100609947,N_Shore
cg04579632,II,13,114084619,N_Shore
cg04579966,I,13,24846221,
cg04583637,II,13,98085949,Island
cg04590384,II,13,114847781,N_Shore
cg04591230,II,13,23898864,
cg04592544,I,13,21714721,Island
cg04596004,II,13,112710155,Island
cg04600000,I,13,114830313,
cg04603730,I,13,96204870,Island
cg04603834,II,13,50571387,Island
cg04606076,II,13,80934105,
cg04607400,II,13,108519213,N_Shore
cg04607442,I,13,21872219,Island
cg04610375,II,13,36924539,S_Shelf
cg04613313,II,13,79183823,Island
cg04626915,II,13,61821307,
cg04628181,II,13,25250623,N_Shelf
cg04629247,II,13,25494305,N_Shelf
cg04632378,II,13,21900426,Island
cg04633225,I,13,28494161,Island
cg04638679,II,13,50202713,
cg04646842,I,13,94107224,
cg04647790,II,13,52419265,
cg04648814,II,13,28713767,S_Shore
cg04649441,I,13,53223253,N_Shelf
cg04649468,II,13,52768166,N_Shore
cg04656015,II,13,113407548,N_Shelf
cg04657044,II,13,48806707,N_Shore
cg04658823,II,13,62515876,
cg04663916,II,13,50265991,S_Shore
cg04667114,II,13,34185082,
cg04668137,II,13,24385195,
cg04671914,II,13,45153489,S_Shore
cg04673837,II,13,75150139,
cg04674803,I,13,28395390,
cg04675861,II,13,77903399,Island
cg04677295,II,13,100153866,Island
cg04677470,II,13,22247804,Island
cg04678336,II,13,23898556,
cg04691180,II,13,23993527,
cg04691944,II,13,113687399,N_Shore
cg04699199,II,13,37679803,
cg04700361,II,13,114846655,N_Shelf
cg04700737,I,13,31040184,
cg04708126,I,13,113719440,N_Shelf
cg04708313,II,13,94579135,
cg04715525,II,13,107220655,Island
cg04717447,I,13,103244746,
cg04718414,I,13,115000211,Island
cg04724143,I,13,114185494,N_Shore
cg04726796,II,13,111590042,
cg04727856,II,13,113205555,S_Shelf
cg04728413,I,13,46736828,
cg04730588,I,13,28194823,Island
cg04730685,II,13,95360278,S_Shore
cg04735960,I,13,21006388,N_Shelf
cg04740513,II,13,113492559,Island
cg04740679,II,13,114016140,N_Shore
cg04741128,II,13,113518602,
cg04746520,II,13,60738538,S_Shore
cg04751839,I,13,114017038,N_Shore
cg04752989,I,13,111972854,
cg04753475,II,13,112848826,Island
cg04757411,II,13,76259545,
cg04759767,I,13,25320824,Island
cg04761648,II,13,26829199,S_Shore
cg04762397,I,13,41344949,N_Shore
cg04766043,II,13,114770710,N_Shelf
cg04766314,II,13,100949400,
cg04766834,II,13,45912168,N_Shelf
cg04769514,I,13,30088640,Island
cg04770127,II,13,43538335,
cg04771820,I,13,103450891,Island
cg04771838,I,13,110993474,
cg04775856,II,13,111087296,N_Shelf
cg04777052,I,13,73355909,Island
cg04779999,II,13,37633965,Island
cg04783530,II,13,30163303,
cg04786592,II,13,52375776,N_Shelf
cg04787413,I,13,111358532,Island
cg04788993,II,13,31800059,
cg04789409,II,13,113717064,S_Shore
cg04793338,II,13,112332854,
cg04795575,I,13,112907267,
cg04795700,I,13,113652110,S_Shelf
cg04795788,II,13,101327638,Island
cg04799329,II,13,114881194,S_Shore
cg04802210,II,13,24895902,
cg04806150,I,13,112292610,
cg04806936,I,13,91147296,
cg04808365,I,13,111505942,
cg04808632,II,13,113537050,Island
cg04811771,II,13,99089829,
cg04812484,II,13,46189935,
cg04813677,II,13,21498178,
cg04814317,II,13,86298441,
cg04814352,II,13,97909916,
cg04814990,I,13,111957387,
cg04815713,I,13,111058285,
cg04817379,II,13,114277217,N_Shelf
cg04819250,II,13,111089384,N_Shore
cg04820411,I,13,111525614,
cg04821933,II,13,29232799,N_Shore
cg04821942,II,13,99629970,
cg04826345,I,13,22615334,
cg04826882,I,13,114838756,Island
cg04828062,II,13,46700876,
cg04828493,I,13,111328783,N_Shelf
cg04828826,II,13,111250832,
cg04830958,II,13,113109379,S_Shore
cg04832466,I,13,112760088,Island
cg04832557,II,13,101194666,
cg04833885,II,13,113565887,
cg04835653,II,13,19956749,
cg04836038,II,13,99739382,Island
cg04837597,II,13,43706545,
cg04838225,II,13,26628537,S_Shelf
cg04843615,II,13,113613229,
cg04845047,II,13,66156848,
cg04849320,II,13,112756649,N_Shore
cg04850479,II,13,113811569,S_Shelf
cg04851742,II,13,28503508,S_Shore
cg04852148,II,13,113680700,N_Shelf
cg04859719,II,13,111141854,
cg04860977,II,13,108215526,
cg04865180,I,13,23734385,Island
cg04865691,II,13,112723421,Island
cg04869379,II,13,109610256,
cg04870949,II,13,114109857,
cg04873147,II,13,73634369,Island
cg04874343,II,13,113718405,N_Shelf
cg04874511,II,13,49917452,
cg04885377,II,13,113713924,N_Shore
cg04887675,II,13,110956761,N_Shelf
cg04888491,II,13,112209007,N_Shelf
cg04893792,II,13,114114504,
cg04895345,II,13,33780283,
cg04897504,II,13,113474348,Island
cg04901121,I,13,25321731,Island
cg04902286,II,13,36871878,Island
cg04906043,II,13,21280425,S_Shore
cg04906740,II,13,28674998,Island
cg04908088,II,13,20925063,
cg04908961,II,13,92003278,S_Shore
cg04910313,I,13,24933212,
cg04914930,II,13,44785481,
cg04914982,I,13,50018406,Island
cg04916802,II,13,36052985,Island
cg04921578,II,13,101143257,
cg04922286,I,13,114912946,Island
cg04922681,I,13,43149234,Island
cg04922971,II,13,38172803,
cg04925385,II,13,52378555,Island
cg04925824,I,13,113862971,Island
cg04930601,II,13,45390670,
cg04939172,II,13,89179261,
cg04939555,I,13,36920644,Island
cg04940089,I,13,114276785,N_Shelf
cg04940655,I,13,98829550,S_Shore
cg04942640,II,13,108875319,S_Shelf
cg04942791,I,13,110533824,
cg04944266,I,13,35516489,
cg04945335,II,13,50854766,
cg04949225,II,13,50796845,
cg04951804,I,13,65500141,
cg04955753,II,13,77903678,Island
cg04958157,II,13,113748321,N_Shelf
cg04960602,II,13,112352250,
cg04965094,II,13,45854777,
cg04966297,I,13,21635427,Island
cg04976759,II,13,112669393,Island
cg04977002,II,13,115047245,Island
cg04990609,I,13,46219268,
cg04998798,II,13,114251722,
cg05001334,II,13,35391234,
cg05002124,I,13,79980059,Island
cg05004337,II,13,73356506,Island
cg05005706,II,13,23733275,N_Shore
cg05006718,II,13,19756122,
cg05009079,II,13,33860074,
cg05014103,II,13,46276342,
cg05022363,I,13,67804509,N_Shore
cg05026473,II,13,48880766,S_Shelf
cg05028187,I,13,21635820,Island
cg05034702,I,13,61989701,
cg05035143,II,13,43597297,N_Shore
cg05037863,II,13,92305086,
cg05040544,I,13,107188256,Island
cg05041382,I,13,50366546,Island
cg05043720,II,13,112799999,
cg05044851,II,13,33112220,
cg05045294,I,13,111214096,Island
cg05059349,II,13,112849476,S_Shore
cg05059458,I,13,114067394,Island
cg05059616,I,13,114747479,N_Shore
cg05060534,I,13,114270747,
cg05062550,II,13,81232303,S_Shelf
cg05063632,II,13,111161943,N_Shelf
cg05070571,II,13,113533351,N_Shelf
cg05072470,II,13,100643858,S_Shore
cg05073845,I,13,41240516,Island
cg05074631,II,13,96297338,S_Shore
cg05074645,I,13,101327922,S_Shore
cg05077231,II,13,49793054,N_Shore
cg05078075,II,13,76250138,
cg05078644,II,13,101910857,
cg05080330,II,13,50070102,Island
cg05080615,II,13,49497501,
cg05081263,II,13,111280738,S_Shelf
cg05084700,II,13,114058019,S_Shore
cg05089090,I,13,37005570,N_Shore
cg05091135,II,13,51103373,
cg05091585,I,13,45507332,
cg05092353,I,13,113777013,
cg05093686,II,13,36050788,N_Shore
cg05095123,II,13,29393749,N_Shore
cg05095230,II,13,50367060,Island
cg05099186,II,13,39923838,
cg05099240,I,13,19756038,
cg05105314,II,13,32709857,
cg05105740,II,13,101467567,
cg05105745,II,13,113440234,Island
cg05108160,II,13,110790284,N_Shore
cg05115233,I,13,114774837,Island
cg05116906,I,13,33590495,Island
cg05120331,II,13,37005299,N_Shore
cg05120860,II,13,35192071,
cg05120900,I,13,103244544,
cg05122213,II,13,114062198,
